,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url,explicit,popularity
94,111,165,186,317,156,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.0,0.088,0.387,72.795,213827,4,https://p.scdn.co/mp3-preview/d93150cf43f68c863d9f73a6f1e2b3e64e44488e?cid=a8d47110797841a4a391cfea300f7b78,False,84
95,112,166,187,318,157,Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon,161DnLWsx1i3u1JT05lzqU,0.498,0.59,1,-4.721,0,0.032,0.0,0.107,0.0784,145.867,217867,4,https://p.scdn.co/mp3-preview/9189b7c627e8c048dfad1f556b3122f8c6f287fa?cid=a8d47110797841a4a391cfea300f7b78,False,83
96,113,167,188,319,158,Bruno Mars,24K Magic,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.0,0.0944,0.86,134.066,206693,4,https://p.scdn.co/mp3-preview/f09116ce18bd77f543e68a925e5a96509e79ac6a?cid=a8d47110797841a4a391cfea300f7b78,False,82
97,114,168,189,320,159,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0,0.0622,0.424,109.021,220734,4,https://p.scdn.co/mp3-preview/5e59e1274014d5fea89b447b392c7aeb625577c3?cid=a8d47110797841a4a391cfea300f7b78,False,81
98,116,170,191,322,161,Bruno Mars,Doo-Wops & Hooligans,Grenade,2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2,-7.273,0,0.0542,0.0,0.107,0.245,110.444,222091,4,https://p.scdn.co/mp3-preview/88b88d189ee80db495cbcd312e4c0b8b67510e49?cid=a8d47110797841a4a391cfea300f7b78,False,77
99,117,171,192,323,162,Bruno Mars,24K Magic,24K Magic,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.0,0.153,0.632,106.97,225983,4,https://p.scdn.co/mp3-preview/3213a35ec32d4c747e794072a5ef7b464b4fcb69?cid=a8d47110797841a4a391cfea300f7b78,False,78
107,146,221,250,421,260,Justin Bieber,No.6 Collaborations Project,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,0.798,0.676,6,-5.041,1,0.0442,0.0,0.0894,0.843,101.956,219947,4,https://p.scdn.co/mp3-preview/2b38831139f617ee032faae6482979f3e631db1a?cid=a8d47110797841a4a391cfea300f7b78,False,76
108,151,227,256,435,274,Dua Lipa,Future Nostalgia,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.0,0.0674,0.915,102.977,203064,4,https://p.scdn.co/mp3-preview/a690735072e85bebf1140d542365751629ae3d74?cid=a8d47110797841a4a391cfea300f7b78,False,87
109,152,228,257,436,275,Dua Lipa,Future Nostalgia,Levitating,39LLxExYz6ewLAcYrzQQyP,0.695,0.884,6,-2.278,0,0.0753,0.0,0.213,0.914,103.014,203808,4,https://p.scdn.co/mp3-preview/fd22dba2fdce72d699aa81dc298e9dca40ece9e3?cid=a8d47110797841a4a391cfea300f7b78,False,85
110,153,229,258,437,276,Dua Lipa,Future Nostalgia,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0,0.0951,0.679,123.95,183290,4,https://p.scdn.co/mp3-preview/b6f2baf2ed4a1eae6401a002f1324a2f29de81c0?cid=a8d47110797841a4a391cfea300f7b78,False,82
111,154,230,259,438,277,Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,2.19e-05,0.0814,0.592,123.994,214847,4,https://p.scdn.co/mp3-preview/34b3b95afb8e1d34363f01b194b4a729100d3710?cid=a8d47110797841a4a391cfea300f7b78,False,81
112,155,231,260,439,278,Dua Lipa,Future Nostalgia (The Moonlight Edition),We're Good,1diS6nkxMQc3wwC4G1j0bh,0.722,0.588,6,-5.932,1,0.0544,0.0,0.183,0.59,134.01,165507,4,https://p.scdn.co/mp3-preview/cbfa38909cb033b2672f188cf26ca788ec3bfa07?cid=a8d47110797841a4a391cfea300f7b78,False,80
113,156,232,261,440,279,Dua Lipa,Dua Lipa (Deluxe),New Rules,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,1.56e-05,0.153,0.608,116.073,209320,4,https://p.scdn.co/mp3-preview/75a1b521de23958a2db9acf4fc8151999ee54bd7?cid=a8d47110797841a4a391cfea300f7b78,False,79
114,157,233,262,442,281,Dua Lipa,Future Nostalgia,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,4,-3.434,0,0.0884,1.39e-06,0.349,0.467,113.011,221820,4,https://p.scdn.co/mp3-preview/2b5685278d122b5f6b4564cf7b0aaf25b1cf9e5d?cid=a8d47110797841a4a391cfea300f7b78,False,79
115,158,234,263,443,282,Dua Lipa,Future Nostalgia,Love Again,4rPkN1FMzQyFNP9cLUGIIB,0.659,0.667,11,-4.668,0,0.0339,2.85e-05,0.1,0.468,115.982,258004,4,https://p.scdn.co/mp3-preview/71cb81676426196ac9cb23c94c16de85eb230ddc?cid=a8d47110797841a4a391cfea300f7b78,False,79
132,191,280,312,515,354,Tiësto,The Business,The Business,6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.0192,0.112,0.235,120.031,164000,4,https://p.scdn.co/mp3-preview/676cb431611544326bb3e81c72d8dc5b27e0c9ad?cid=a8d47110797841a4a391cfea300f7b78,False,87
133,192,281,313,516,355,Tiësto,The Motto,The Motto,18asYwWugKjjsihZ0YvRxO,0.754,0.763,7,-4.627,0,0.0435,2.23e-05,0.0901,0.464,117.953,164819,4,https://p.scdn.co/mp3-preview/77c4f335a4735b24684375b9dcc18533bd5a2b2f?cid=a8d47110797841a4a391cfea300f7b78,False,81
139,203,293,326,544,383,BTS,Music Of The Spheres,My Universe,46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0,0.328,0.47,105.006,226198,4,https://p.scdn.co/mp3-preview/5da74c03a1f17ed58315050022c1452fb431a2ad?cid=a8d47110797841a4a391cfea300f7b78,False,85
140,204,294,327,545,384,BTS,"Butter (Hotter, Sweeter, Cooler)",Butter,2bgTY4UwhfBYhGT4HUYStN,0.759,0.459,8,-5.187,1,0.0948,0.0,0.0906,0.695,109.997,164442,4,https://p.scdn.co/mp3-preview/edf24f427483d886b640c5ed9944f9291e0976fc?cid=a8d47110797841a4a391cfea300f7b78,False,90
141,205,295,328,546,385,BTS,BE,Dynamite,4saklk6nie3yiGePpBwUoc,0.746,0.765,6,-4.41,0,0.0993,0.0,0.0936,0.737,114.044,199054,4,https://p.scdn.co/mp3-preview/a707728846c105f4d8552b8546c30b121bf517f0?cid=a8d47110797841a4a391cfea300f7b78,False,87
142,206,296,329,547,386,BTS,Permission to Dance,Permission to Dance,5eXBXreN3d1zdj6Sa8dS0u,0.702,0.741,9,-5.33,1,0.0427,0.0,0.337,0.646,124.925,187585,4,https://p.scdn.co/mp3-preview/bd13ce9878c8d1e463494ea24d62e0f37ad035f4?cid=a8d47110797841a4a391cfea300f7b78,False,80
143,207,297,330,548,387,BTS,Butter (feat. Megan Thee Stallion),Butter (feat. Megan Thee Stallion),3JR0ducCexKbeK47g6AHm5,0.739,0.588,8,-4.971,1,0.136,0.0,0.109,0.774,109.958,164457,4,https://p.scdn.co/mp3-preview/1e6e9df197f91847f7e88304a9f2f24778cf74af?cid=a8d47110797841a4a391cfea300f7b78,False,82
144,208,298,331,549,388,BTS,BE,Life Goes On,249gnXrbfmV8NG6jTEMSwD,0.566,0.716,1,-5.733,1,0.0424,0.0,0.37,0.45,81.068,207481,4,https://p.scdn.co/mp3-preview/9dc29ff47cbdda2d3c5a66b3fabf9c7420f62950?cid=a8d47110797841a4a391cfea300f7b78,False,82
